Transaction_ID,Date,Transaction_Type,Category,Sub_Category,Description,Amount,Payment_Method,Account,Income_Source,Budget
TXN00229,2025-05-19,Income,Other Income,Other Income,Bonus Income,2878.0,Debit Card,ICICI Bank,Other Sources,0.0
TXN00230,2025-11-09,Income,Other Income,Other Income,Miscellaneous Income,6065.0,Cash,ICICI Bank,Other Sources,0.0
TXN00231,2025-12-19,Income,Other Income,Other Income,Gift Received,7197.0,Debit Card,SBI,Other Sources,0.0
TXN00232,2025-06-15,Income,Business,Business,Business Sale Income,45908.0,Credit Card,ICICI Bank,Business Earnings,0.0
TXN00233,2025-09-10,Income,Other Income,Other Income,Bonus Income,4808.0,Cash,Axis Bank,Other Sources,0.0
TXN00234,2025-12-01,Income,Salary,Monthly Salary,Salary - March,34482.0,Credit Card,SBI,Employer,0.0
TXN00235,2025-11-06,Income,Salary,Monthly Salary,Salary - January,72459.0,UPI,SBI,Employer,0.0
TXN00236,2025-09-06,Income,Salary,Monthly Salary,Salary - June,67518.0,Cash,Axis Bank,Employer,0.0
TXN00237,2025-07-17,Income,Investment,Investment,Interest Income,7406.0,Bank Transfer,Cash Wallet,Investment Portfolio,0.0
TXN00238,2025-12-26,Income,Business,Business,Client Payment,41659.0,Net Banking,Cash Wallet,Business Earnings,0.0
TXN00239,2025-03-29,Income,Freelance,Freelance,Freelance Consulting,7185.0,Credit Card,ICICI Bank,Freelance Clients,0.0
TXN00240,2025-05-13,Income,Freelance,Freelance,Freelance Project Payment,20282.0,Credit Card,Cash Wallet,Freelance Clients,0.0
TXN00241,2025-09-18,Income,Investment,Investment,Interest Income,6778.0,UPI,HDFC Bank,Investment Portfolio,0.0
TXN00242,2025-01-08,Income,Other Income,Other Income,Miscellaneous Income,1003.0,Credit Card,HDFC Bank,Other Sources,0.0
TXN00243,2025-07-02,Income,Salary,Monthly Salary,Salary - February,23932.0,Bank Transfer,ICICI Bank,Employer,0.0
TXN00244,2025-11-08,Income,Freelance,Freelance,Freelance Development Payment,10752.0,UPI,HDFC Bank,Freelance Clients,0.0
TXN00245,2025-03-06,Income,Other Income,Other Income,Cashback Reward,3199.0,Net Banking,HDFC Bank,Other Sources,0.0
TXN00246,2025-10-21,Income,Other Income,Other Income,Bonus Income,1815.0,Bank Transfer,SBI,Other Sources,0.0
TXN00247,2025-05-31,Income,Business,Business,Business Sale Income,23747.0,UPI,HDFC Bank,Business Earnings,0.0
TXN00248,2025-11-11,Income,Freelance,Freelance,Freelance Project Payment,26157.0,UPI,HDFC Bank,Freelance Clients,0.0
TXN00249,2025-08-20,Income,Salary,Monthly Salary,Salary - June,49370.0,UPI,SBI,Employer,0.0
TXN00250,2025-02-27,Income,Business,Business,Business Profit Share,40126.0,Debit Card,Cash Wallet,Business Earnings,0.0
TXN00251,2025-09-26,Income,Business,Business,Business Sale Income,19512.0,Cash,SBI,Business Earnings,0.0
TXN00252,2025-01-21,Income,Other Income,Other Income,Refund Received,5529.0,Debit Card,SBI,Other Sources,0.0
TXN00253,2025-03-30,Income,Investment,Investment,Mutual Fund Returns,13991.0,Debit Card,HDFC Bank,Investment Portfolio,0.0
TXN00254,2025-11-21,Income,Business,Business,Business Profit Share,37020.0,Credit Card,HDFC Bank,Business Earnings,0.0
TXN00255,2025-11-16,Income,Investment,Investment,Dividend Income,2504.0,UPI,Cash Wallet,Investment Portfolio,0.0
TXN00256,2025-01-17,Income,Salary,Monthly Salary,Monthly Salary,31299.0,Net Banking,HDFC Bank,Employer,0.0
TXN00257,2025-05-19,Income,Salary,Monthly Salary,Salary Credit,57209.0,Debit Card,SBI,Employer,0.0
TXN00258,2025-02-04,Income,Salary,Monthly Salary,Salary - June,55412.0,Net Banking,Cash Wallet,Employer,0.0
TXN00259,2025-04-09,Income,Business,Business,Business Revenue,43402.0,Cash,Axis Bank,Business Earnings,0.0
TXN00260,2025-12-20,Income,Business,Business,Business Revenue,39782.0,Bank Transfer,Cash Wallet,Business Earnings,0.0
TXN00261,2025-03-13,Income,Freelance,Freelance,Freelance Design Work,27726.0,Cash,ICICI Bank,Freelance Clients,0.0
TXN00262,2025-08-23,Income,Other Income,Other Income,Bonus Income,7880.0,UPI,SBI,Other Sources,0.0
TXN00263,2025-10-21,Income,Investment,Investment,Investment Returns,5117.0,Cash,Axis Bank,Investment Portfolio,0.0
TXN00264,2025-11-18,Income,Salary,Monthly Salary,Salary - July,32981.0,Cash,ICICI Bank,Employer,0.0
TXN00265,2025-05-10,Income,Investment,Investment,Mutual Fund Returns,1633.0,Bank Transfer,HDFC Bank,Investment Portfolio,0.0
TXN00266,2025-09-12,Income,Investment,Investment,Mutual Fund Returns,776.0,Net Banking,HDFC Bank,Investment Portfolio,0.0
TXN00267,2025-06-26,Income,Investment,Investment,Investment Returns,10767.0,Credit Card,Axis Bank,Investment Portfolio,0.0
TXN00268,2025-02-09,Income,Other Income,Other Income,Gift Received,7142.0,UPI,ICICI Bank,Other Sources,0.0
TXN00269,2025-03-23,Income,Freelance,Freelance,Freelance Project Payment,6024.0,Net Banking,Axis Bank,Freelance Clients,0.0
TXN00270,2025-10-01,Income,Salary,Monthly Salary,Salary - January,50438.0,UPI,Cash Wallet,Employer,0.0
TXN00271,2025-09-08,Income,Freelance,Freelance,Freelance Project Payment,2464.0,Cash,Cash Wallet,Freelance Clients,0.0
TXN00272,2025-07-10,Income,Business,Business,Business Profit Share,10711.0,Cash,Cash Wallet,Business Earnings,0.0
TXN00273,2025-10-13,Income,Salary,Monthly Salary,Salary - November,52172.0,UPI,Axis Bank,Employer,0.0
TXN00274,2025-09-10,Income,Salary,Monthly Salary,Salary - February,23031.0,Debit Card,ICICI Bank,Employer,0.0
TXN00275,2025-05-04,Income,Salary,Monthly Salary,Salary - March,59817.0,Bank Transfer,Cash Wallet,Employer,0.0
TXN00276,2025-04-18,Income,Salary,Monthly Salary,Monthly Salary,55743.0,UPI,SBI,Employer,0.0
TXN00277,2025-12-11,Income,Other Income,Other Income,Miscellaneous Income,2179.0,Cash,Axis Bank,Other Sources,0.0
TXN00278,2025-12-21,Income,Salary,Monthly Salary,Salary - June,43770.0,Net Banking,Axis Bank,Employer,0.0
TXN00279,2025-01-12,Income,Business,Business,Client Payment,30512.0,Credit Card,Axis Bank,Business Earnings,0.0
TXN00280,2025-10-16,Income,Investment,Investment,Sip Redemption,6579.0,Bank Transfer,ICICI Bank,Investment Portfolio,0.0
TXN00281,2025-02-18,Income,Other Income,Other Income,Cashback Reward,6409.0,Debit Card,ICICI Bank,Other Sources,0.0
TXN00282,2025-11-11,Income,Business,Business,Business Profit Share,9233.0,Net Banking,Cash Wallet,Business Earnings,0.0
TXN00283,2025-08-03,Income,Investment,Investment,Mutual Fund Returns,10397.0,Debit Card,HDFC Bank,Investment Portfolio,0.0
TXN00284,2025-09-09,Income,Freelance,Freelance,Freelance Gig Income,6996.0,Net Banking,HDFC Bank,Freelance Clients,0.0
TXN00285,2025-09-14,Income,Other Income,Other Income,Miscellaneous Income,7318.0,Credit Card,SBI,Other Sources,0.0
TXN00286,2025-08-09,Income,Freelance,Freelance,Freelance Writing Gig,22538.0,Cash,Cash Wallet,Freelance Clients,0.0
TXN00287,2025-04-02,Income,Investment,Investment,Mutual Fund Returns,7997.0,UPI,Axis Bank,Investment Portfolio,0.0
TXN00288,2025-10-22,Income,Investment,Investment,Investment Returns,11853.0,Bank Transfer,ICICI Bank,Investment Portfolio,0.0
TXN00289,2025-07-22,Income,Business,Business,Business Revenue,45679.0,Net Banking,Cash Wallet,Business Earnings,0.0
TXN00290,2025-07-18,Income,Other Income,Other Income,Bonus Income,979.0,UPI,SBI,Other Sources,0.0
TXN00291,2025-04-27,Income,Business,Business,Client Payment,6041.0,Credit Card,Cash Wallet,Business Earnings,0.0
TXN00292,2025-01-04,Income,Other Income,Other Income,Gift Received,5811.0,Bank Transfer,Cash Wallet,Other Sources,0.0
TXN00293,2025-07-22,Income,Investment,Investment,Mutual Fund Returns,5127.0,Debit Card,Axis Bank,Investment Portfolio,0.0
TXN00294,2025-05-06,Income,Business,Business,Business Profit Share,23411.0,UPI,Axis Bank,Business Earnings,0.0
TXN00295,2025-08-29,Income,Business,Business,Business Earnings,26044.0,UPI,HDFC Bank,Business Earnings,0.0
TXN00296,2025-05-14,Income,Freelance,Freelance,Freelance Writing Gig,13035.0,Net Banking,HDFC Bank,Freelance Clients,0.0
TXN00297,2025-12-22,Income,Freelance,Freelance,Freelance Project Payment,21168.0,UPI,SBI,Freelance Clients,0.0
TXN00298,2025-09-06,Income,Salary,Monthly Salary,Salary - December,34616.0,Credit Card,HDFC Bank,Employer,0.0
TXN00299,2025-06-16,Income,Business,Business,Client Payment,44647.0,Debit Card,SBI,Business Earnings,0.0
TXN00300,2025-09-16,Income,Business,Business,Business Sale Income,13359.0,Debit Card,ICICI Bank,Business Earnings,0.0
TXN00301,2025-08-25,Expense,Bills & Utilities,Internet,Internet Bill,512.0,UPI,ICICI Bank,Not Applicable,6000.0
TXN00302,2025-08-15,Expense,Insurance,Health Insurance,Vehicle Insurance,8442.0,Bank Transfer,HDFC Bank,Not Applicable,12000.0
TXN00303,2025-07-30,Expense,Transportation,Fuel,Bus Ticket,1924.0,Credit Card,Cash Wallet,Not Applicable,5000.0
TXN00304,2025-12-07,Expense,Personal Care,Salon,Grooming Kit,2951.0,Debit Card,Cash Wallet,Not Applicable,4000.0
TXN00305,2025-04-26,Expense,Food,Fast Food,Restaurant Dinner,512.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN00306,2025-06-07,Expense,Food,Food Delivery,Team Lunch,956.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN00307,2025-04-03,Expense,Transportation,Fuel,Metro Card Recharge,443.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00308,2025-07-27,Expense,Education,Books & Materials,Certification Fee,8105.0,Bank Transfer,SBI,Not Applicable,15000.0
TXN00309,2025-12-27,Expense,Bills & Utilities,Electricity,Water Bill,3930.0,UPI,SBI,Not Applicable,6000.0
TXN00310,2025-08-11,Expense,Insurance,Life Insurance,Health Insurance Premium,13650.0,Net Banking,HDFC Bank,Not Applicable,12000.0
TXN00311,2025-03-17,Expense,Transportation,Fuel,Car Service,490.0,Cash,ICICI Bank,Not Applicable,5000.0
TXN00312,2025-12-03,Expense,Bills & Utilities,Electricity,Internet Bill,3638.0,UPI,Cash Wallet,Not Applicable,6000.0
TXN00313,2025-10-16,Expense,Personal Care,Skincare,Gym Membership,1686.0,Net Banking,SBI,Not Applicable,4000.0
TXN00314,2025-06-10,Expense,Transportation,Metro,Metro Card Recharge,2353.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00315,2025-02-23,Expense,Groceries,Vegetables & Fruits,Dairy Products,3198.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN00316,2025-05-27,Expense,Healthcare,Medical Consultation,Lab Test,1315.0,Debit Card,HDFC Bank,Not Applicable,5000.0
TXN00317,2025-10-21,Expense,Insurance,Health Insurance,Life Insurance Premium,14392.0,UPI,HDFC Bank,Not Applicable,12000.0
TXN00318,2025-07-30,Expense,Healthcare,Medical Consultation,Medicine Purchase,2250.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN00319,2025-03-09,Expense,Food,Restaurants,Team Lunch,537.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN00320,2025-02-27,Expense,Bills & Utilities,Water,Mobile Recharge,2800.0,Cash,HDFC Bank,Not Applicable,6000.0
TXN00321,2025-12-20,Expense,Other,Miscellaneous,Subscription Fee,2251.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN00322,2025-06-13,Expense,Food,Food Delivery,Team Lunch,565.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN00323,2025-09-08,Expense,Shopping,Clothing,Accessories Purchase,7661.0,UPI,Axis Bank,Not Applicable,10000.0
TXN00324,2025-05-12,Expense,Groceries,Monthly Grocery,Vegetables & Fruits,5581.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN00325,2025-02-02,Expense,Entertainment,Concerts,Netflix Subscription,2981.0,Credit Card,SBI,Not Applicable,4000.0
TXN00326,2025-05-31,Expense,Food,Fast Food,Coffee At Cafe,263.0,Debit Card,HDFC Bank,Not Applicable,8000.0
TXN00327,2025-09-11,Expense,Entertainment,Gaming,Movie Ticket,2777.0,Cash,SBI,Not Applicable,4000.0
TXN00328,2025-05-02,Expense,Travel,Train,Train Ticket,27078.0,Cash,ICICI Bank,Not Applicable,15000.0
TXN00329,2025-08-09,Expense,Bills & Utilities,Mobile,Broadband Bill,1911.0,Cash,HDFC Bank,Not Applicable,6000.0
TXN00330,2025-06-09,Expense,Entertainment,Music,Spotify Subscription,265.0,Bank Transfer,ICICI Bank,Not Applicable,4000.0
TXN00331,2025-05-04,Expense,Personal Care,Skincare,Skincare Products,2977.0,Debit Card,ICICI Bank,Not Applicable,4000.0
TXN00332,2025-04-04,Expense,Entertainment,Movies,Movie Ticket,2850.0,Net Banking,SBI,Not Applicable,4000.0
TXN00333,2025-04-06,Expense,Travel,Hotel,Train Ticket,23349.0,UPI,Axis Bank,Not Applicable,15000.0
TXN00334,2025-04-04,Expense,Rent,Monthly Rent,House Rent,17451.0,Bank Transfer,HDFC Bank,Not Applicable,20000.0
TXN00335,2025-09-20,Expense,Shopping,Accessories,Accessories Purchase,5561.0,Debit Card,SBI,Not Applicable,10000.0
TXN00336,2025-05-04,Expense,Food,Restaurants,Fast Food Lunch,1011.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN00337,2025-09-28,Expense,Food,Cafe,Team Lunch,361.0,Credit Card,HDFC Bank,Not Applicable,8000.0
TXN00338,2025-04-24,Expense,Personal Care,Grooming,Grooming Kit,2070.0,Credit Card,HDFC Bank,Not Applicable,4000.0
TXN00339,2025-04-30,Expense,Transportation,Fuel,Car Service,745.0,UPI,SBI,Not Applicable,5000.0
TXN00340,2025-12-04,Expense,Personal Care,Skincare,Skincare Products,1718.0,Credit Card,ICICI Bank,Not Applicable,4000.0
TXN00341,2025-11-16,Expense,Insurance,Vehicle Insurance,Vehicle Insurance,5316.0,Cash,SBI,Not Applicable,12000.0
TXN00342,2025-05-27,Expense,Shopping,Accessories,Accessories Purchase,5096.0,Bank Transfer,ICICI Bank,Not Applicable,10000.0
TXN00343,2025-04-09,Expense,Food,Cafe,Food Delivery Order,1323.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN00344,2025-09-19,Expense,Bills & Utilities,Mobile,Electricity Bill,4314.0,Bank Transfer,SBI,Not Applicable,6000.0
TXN00345,2025-01-26,Expense,Healthcare,Medicine,Medical Checkup,5168.0,Debit Card,Cash Wallet,Not Applicable,5000.0
TXN00346,2025-06-16,Expense,Transportation,Metro,Bus Ticket,2313.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN00347,2025-08-07,Expense,Other,Subscriptions,Miscellaneous Expense,2318.0,Net Banking,SBI,Not Applicable,5000.0
TXN00348,2025-09-04,Expense,Rent,Monthly Rent,House Rent,17934.0,Net Banking,SBI,Not Applicable,20000.0
TXN00349,2025-02-09,Expense,Entertainment,Concerts,Movie Ticket,885.0,Debit Card,ICICI Bank,Not Applicable,4000.0
TXN00350,2025-01-02,Expense,Bills & Utilities,Internet,Internet Bill,4135.0,Credit Card,Cash Wallet,Not Applicable,6000.0
TXN00351,2025-04-11,Expense,Transportation,Metro,Petrol Refill,874.0,Debit Card,Axis Bank,Not Applicable,5000.0
TXN00352,2025-02-13,Expense,Groceries,Supermarket,Grocery Shopping,4759.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN00353,2025-07-05,Expense,Bills & Utilities,Internet,Broadband Bill,1205.0,Bank Transfer,HDFC Bank,Not Applicable,6000.0
TXN00354,2025-12-02,Expense,Bills & Utilities,Internet,Water Bill,4685.0,Credit Card,Cash Wallet,Not Applicable,6000.0
TXN00355,2025-04-15,Expense,Food,Food Delivery,Restaurant Dinner,1203.0,Credit Card,SBI,Not Applicable,8000.0
TXN00356,2025-06-15,Expense,Personal Care,Salon,Skincare Products,513.0,Net Banking,Cash Wallet,Not Applicable,4000.0
TXN00357,2025-03-20,Expense,Transportation,Fuel,Bus Ticket,1403.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN00358,2025-01-17,Expense,Entertainment,Concerts,Concert Ticket,2977.0,UPI,Cash Wallet,Not Applicable,4000.0
TXN00359,2025-09-14,Expense,Rent,Monthly Rent,Monthly Rent Payment,21462.0,UPI,HDFC Bank,Not Applicable,20000.0
TXN00360,2025-04-04,Expense,Shopping,Online Shopping,Flipkart Order,5385.0,Debit Card,SBI,Not Applicable,10000.0
TXN00361,2025-07-19,Expense,Entertainment,Movies,Concert Ticket,2394.0,Debit Card,Axis Bank,Not Applicable,4000.0
TXN00362,2025-09-07,Expense,Groceries,Monthly Grocery,Supermarket Bill,2269.0,Debit Card,SBI,Not Applicable,8000.0
TXN00363,2025-11-03,Expense,Groceries,Dairy & Bakery,Grocery Shopping,5412.0,Debit Card,SBI,Not Applicable,8000.0
TXN00364,2025-03-09,Expense,Personal Care,Salon,Grooming Kit,630.0,UPI,SBI,Not Applicable,4000.0
TXN00365,2025-08-01,Expense,Food,Cafe,Food Delivery Order,81.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN00366,2025-11-29,Expense,Groceries,Vegetables & Fruits,Grocery Shopping,4087.0,UPI,Axis Bank,Not Applicable,8000.0
TXN00367,2025-06-26,Expense,Transportation,Vehicle Maintenance,Petrol Refill,2159.0,UPI,SBI,Not Applicable,5000.0
TXN00368,2025-01-15,Expense,Healthcare,Medical Consultation,Lab Test,1014.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN00369,2025-04-06,Expense,Travel,Hotel,Train Ticket,30588.0,Credit Card,SBI,Not Applicable,15000.0
TXN00370,2025-10-18,Expense,Groceries,Dairy & Bakery,Monthly Grocery,2523.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN00371,2025-10-17,Expense,Transportation,Metro,Cab Ride,341.0,Net Banking,Axis Bank,Not Applicable,5000.0
TXN00372,2025-04-25,Expense,Transportation,Fuel,Metro Card Recharge,2067.0,Credit Card,HDFC Bank,Not Applicable,5000.0
TXN00373,2025-03-13,Expense,Other,Gifts,Subscription Fee,1995.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN00374,2025-04-17,Expense,Bills & Utilities,Internet,Electricity Bill,4885.0,Bank Transfer,Cash Wallet,Not Applicable,6000.0
TXN00375,2025-03-30,Expense,Transportation,Vehicle Maintenance,Cab Ride,1657.0,Credit Card,Cash Wallet,Not Applicable,5000.0
TXN00376,2025-09-28,Expense,Travel,Hotel,Flight Ticket,22935.0,Cash,SBI,Not Applicable,15000.0
TXN00377,2025-11-04,Expense,Travel,Trip Package,Train Ticket,3879.0,UPI,Cash Wallet,Not Applicable,15000.0
TXN00378,2025-01-18,Expense,Rent,Monthly Rent,House Rent,15382.0,Credit Card,ICICI Bank,Not Applicable,20000.0
TXN00379,2025-09-28,Expense,Groceries,Supermarket,Supermarket Bill,3587.0,UPI,SBI,Not Applicable,8000.0
TXN00380,2025-10-02,Expense,Transportation,Fuel,Uber Ride,821.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN00381,2025-08-12,Expense,Entertainment,Music,Netflix Subscription,153.0,UPI,SBI,Not Applicable,4000.0
TXN00382,2025-11-15,Expense,Personal Care,Grooming,Skincare Products,681.0,Bank Transfer,Cash Wallet,Not Applicable,4000.0
TXN00383,2025-01-15,Expense,Bills & Utilities,Water,Mobile Recharge,4697.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN00384,2025-09-13,Expense,Transportation,Bus,Cab Ride,529.0,Credit Card,Axis Bank,Not Applicable,5000.0
TXN00385,2025-02-16,Expense,Transportation,Vehicle Maintenance,Petrol Refill,557.0,UPI,ICICI Bank,Not Applicable,5000.0
TXN00386,2025-11-24,Expense,Transportation,Fuel,Petrol Refill,2158.0,Credit Card,SBI,Not Applicable,5000.0
TXN00387,2025-07-02,Expense,Shopping,Clothing,Amazon Purchase,4610.0,Debit Card,SBI,Not Applicable,10000.0
TXN00388,2025-02-03,Expense,Education,Course Fee,Online Course Fee,22321.0,UPI,Cash Wallet,Not Applicable,15000.0
TXN00389,2025-09-30,Expense,Food,Food Delivery,Restaurant Dinner,244.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN00390,2025-10-01,Expense,Food,Restaurants,Team Lunch,1151.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN00391,2025-06-19,Expense,Healthcare,Doctor Visit,Pharmacy Bill,640.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN00392,2025-04-24,Expense,Shopping,Electronics,Online Shopping,7134.0,Bank Transfer,Cash Wallet,Not Applicable,10000.0
TXN00393,2025-01-07,Expense,Transportation,Vehicle Maintenance,Fuel Top-up,1272.0,Cash,ICICI Bank,Not Applicable,5000.0
TXN00394,2025-11-28,Expense,Other,Subscriptions,Gift Purchase,1253.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN00395,2025-03-09,Expense,Food,Cafe,Fast Food Lunch,354.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00396,2025-11-04,Expense,Personal Care,Salon,Skincare Products,1204.0,Net Banking,ICICI Bank,Not Applicable,4000.0
TXN00397,2025-08-03,Expense,Bills & Utilities,Water,Water Bill,4656.0,Net Banking,Cash Wallet,Not Applicable,6000.0
TXN00398,2025-09-08,Expense,Bills & Utilities,Water,Internet Bill,2420.0,Bank Transfer,ICICI Bank,Not Applicable,6000.0
TXN00399,2025-09-11,Expense,Bills & Utilities,Internet,Water Bill,2906.0,Debit Card,SBI,Not Applicable,6000.0
